Tier,Genre,Ethnicity,Client_Tag,Creator_Name,TikTok_URL,HitVideos_URL,Hit_Keywords,Followers,Hit_Videos,Median_Views,Engagement_Rate,Vibe_Cluster_Hint,Region_Type
B,LIFESTYLE,ASIA,nots,travel.expectations,https://www.tiktok.com/@travel.expectations,https://www.tiktok.com/@travel.expectations/video/7491330914891418911,#japanesestreet,463500,1,62800,0.17,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,meimonstaa,https://www.tiktok.com/@meimonstaa,https://www.tiktok.com/@meimonstaa/video/7613549632290868510,#povjapan,4000000,1,177300,0.17,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,nalotanho,https://www.tiktok.com/@nalotanho,https://www.tiktok.com/@nalotanho/video/7515560770554367262,#japansliceoflife,38500,1,865300,0.16,Cinematic,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,supremo.17,https://www.tiktok.com/@supremo.17,https://www.tiktok.com/@supremo.17/video/7580749453653544212,Authentic Tokyo Experience,3764,1,339500,0.16,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,supremo.17,https://www.tiktok.com/@supremo.17,https://www.tiktok.com/@supremo.17/video/7580749453653544212,"#povjapan, #animelocations",3798,1,531400,0.16,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,jszl21,https://www.tiktok.com/@jszl21,https://www.tiktok.com/@jszl21/video/7547875310956612872,Family Friendly Japan,1247,1,132500,0.16,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,satsunnight,https://www.tiktok.com/@satsunnight,https://www.tiktok.com/@satsunnight/video/7533069030672911622,#japanesestreet,118300,1,20400000,0.15,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,andrii.shine,https://www.tiktok.com/@andrii.shine,https://www.tiktok.com/@andrii.shine/video/7567954788684516611,#povjapan,394000,1,595500,0.15,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,manat0116,https://www.tiktok.com/@manat0116,https://www.tiktok.com/@manat0116/video/7479073705381956871,Japanese Sauna Culture,120000,1,74600,0.15,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,milesinneon,https://www.tiktok.com/@milesinneon,https://www.tiktok.com/@milesinneon/video/7595203714470776072,#japanesestreet,5006,1,750800,0.14,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,japantravelnew,https://www.tiktok.com/@japantravelnew,https://www.tiktok.com/@japantravelnew/video/7579436489155562770,#japanesecountryside,18500,1,99700,0.13,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,tamo__tyan,https://www.tiktok.com/@tamo__tyan,https://www.tiktok.com/@tamo__tyan/video/7566947048038173972,Japanese Traditional Desserts,2200000,1,12300000,0.13,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,sheplqml2hr,https://www.tiktok.com/@sheplqml2hr,https://www.tiktok.com/@sheplqml2hr/video/7579660070003281174,#japansliceoflife,4648,1,268100,0.13,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,everydaywithjoycebackup,https://www.tiktok.com/@everydaywithjoycebackup,https://www.tiktok.com/@everydaywithjoycebackup/video/7566554053346364694,Late Night Things To Do,35000,1,588600,0.12,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,kriiisaaa_kecyyy,https://www.tiktok.com/@kriiisaaa_kecyyy,https://www.tiktok.com/@kriiisaaa_kecyyy/video/7585856021529169159,Japanese Traditional Desserts,66700,1,202100,0.1,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,codmnws,https://www.tiktok.com/@codmnws,https://www.tiktok.com/@codmnws/video/7578853803051486485,Tokyo Gamers Guide,14000,1,45900,0.09,General,Global
B,EXPERIENCE,ASIA,tokyosauna,raimeetravel,https://www.tiktok.com/@raimeetravel,https://www.tiktok.com/@raimeetravel/video/7527089078215478558,Tokyo Jet Lag Cure,370500,1,4900000,0.08,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,totalbeautysalonmod,https://www.tiktok.com/@totalbeautysalonmod,https://www.tiktok.com/@totalbeautysalonmod/video/7545129785933008146,Luxury Beauty Experience Japan,4439,1,162600,0.08,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,totalbeautysalonmod,https://www.tiktok.com/@totalbeautysalonmod,https://www.tiktok.com/@totalbeautysalonmod/video/7545129785933008146,Luxury Spa Japan,4431,1,162600,0.08,Luxury,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,thesincitymedia2,https://www.tiktok.com/@thesincitymedia2,https://www.tiktok.com/@thesincitymedia2/video/7571068672924486926,#japanesestreet,23000,1,3200000,0.06,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,joker_gourmet,https://www.tiktok.com/@joker_gourmet,https://www.tiktok.com/@joker_gourmet/video/7612957798766300434,Japanese Traditional Desserts,572600,1,509100,0.06,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,animespotegypt,https://www.tiktok.com/@animespotegypt,https://www.tiktok.com/@animespotegypt/video/7550991273532902674,#animelocations,96000,1,333600,0.05,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,letsjustgoaway14,https://www.tiktok.com/@letsjustgoaway14,https://www.tiktok.com/@letsjustgoaway14/video/7507373389187665174,Best Wellness Tokyo,2164,1,419500,0.04,Traditional/Zen,Tabinaka (JP focus)
